comment,clean,sentimen,sentiment_indobert,sentiment_indobert_kotor,sentiment_roberta,sentiment_roberta_kotor
"@yunpnzr Hadeh, udah dijelasin masih aja denial. Poinnya adalah kita menuntut keadilan soal seleksi berkas ini. Ada peserta yang awalnya direject lalu banding. Banding itu bukan revisi tapi recheck berkas karena merasa ga ada salah. Dan beberapa dari mereka khususnya di mitra gue ada 7 orang yang lolos banding. Logikanya brati berkas mereka yang tadinya dianggep salah itu seharusnya bener setelah didechek sama tim verifikasi msib. Sampai sini paham? Tapi kondisi di lapangan info banding ini tidak dideliver dengan baik dan ga semua peserta bisa ngajuin banding. Itu poinnya kenapa pada protes.",hadeh sudah dijelasin masih saja denial poinnya adalah kita menuntut keadilan soal seleksi berkas ini ada peserta yang awalnya direject lalu banding banding itu bukan revisi tapi recheck berkas karena merasa tidak ada salah dan beberapa dari mereka khususnya di mitra saya ada orang yang lolos banding logikanya brati berkas mereka yang tadinya dianggep salah itu seharusnya benar setelah didechek sama tim verifikasi msib sampai sini paham tapi kondisi di lapangan informasi banding ini tidak dideliver dengan baik dan tidak semua peserta bisa mengajukan banding itu poinnya kenapa pada protes,0,0,0,0,0
"Alhamdulillah, semoga dilancarkan untuk kita semua hingga graduation nanti ðð»",alhamdulillah semoga dilancarkan untuk kita semua hingga graduation nanti,1,2,2,2,2
@kickdom_ lah kok bisa,lah kok bisa,1,0,1,2,2
"@yunpnzr Lah kok balik tanya, hubungannya kampus sama proses seleksi berkas apaan? Jawab dulu. Malah meleber ke yang lain",lah kok balik tanya hubungannya kampus sama proses seleksi berkas apa jawab dulu bahkan meleber ke yang lain,2,0,0,0,0
"@bro.swryz dan apalagi yang gak ikut interview dan test apa2 tau2 di website keterima, lebih lawak si hahahah",dan apalagi yang tidak ikut interview dan test apa-apa tau-tau di website keterima lebih lawak sih hahahah,1,0,2,0,0
"Dahalh, gw sampe mimpi ,gak keterima. deg deg setiap harus tpi gk dpt e-mail apa. ðª",dahalh saya sampai mimpi tidak keterima deg deg setiap harus tapi tidak dapat email apa,1,0,0,0,0
@ryanh_aldebaran sotau,sotau,1,2,1,0,1
@dekara.ninsa nah waktu gue ikut tes CPNS banyak kasus yang gak lolos administrasi tapi gak jelas gagal dimana. Pas di cek lah ada pemalsuan dokumen. Kata gue untung aja gak kena jeratan hukum ð,nah waktu saya ikut tes cpns banyak kasus yang tidak lolos administrasi tapi tidak jelas gagal dimana pas di cek lah ada pemalsuan dokumen kata saya untung saja tidak kena jeratan hukum,0,0,0,0,0
@bro.swryz btw ente pernah ikut seleksi pemerintah gak? Serius nanya,ngomong-ngomong ente pernah ikut seleksi pemerintah tidak serius bertanya,2,0,1,1,0
"@bro.swryz ikut, kenapa?",ikut kenapa,1,0,0,0,0
@_andrieseprian sabarrrrð¢ð¢,sabarrrr,1,2,1,2,2
Ada yang sama nggak dengan aku udah offering dari tanggal 6 tapi sampai sekarang belum ada invite group atau informasi selanjutnya gimana  padahal aku magang di luar kota.Mohon penjelasannya minð @magangmerdeka,ada yang sama tidak dengan aku sudah offering dari tanggal tapi sampai sekarang belum ada invite group atau informasi selanjutnya bagaimana padahal aku magang di luar kotamohon penjelasannya min,1,1,1,0,0
"Send you hug kakð¢, gue juga, ga ikhlas gue, msib 4 bener2 gue siapin mateng2, udh tes tulis smpe interview 2 mitra, eh berkas gue ga eligible, langsung lemes gue, udh fighter sejak msib 2 sampe sekarang, yg msib 4 ngarep banget gue kak, tp kek gini, smt depan udh gabisa Krn gue udh lulus, yaudahh lahyaaa mo gimana",send you hug kak saya juga tidak ikhlas saya msib benar-benar saya siapin mateng2 sudah tes tulis sampai interview mitra eh berkas saya tidak eligible langsung lemes saya sudah fighter sejak msib sampai sekarang yang msib mengharap banget saya kak tapi kayak begini smt depan sudah enggak bisa karena saya sudah lulus yaudahh lahyaaa mau bagaimana,2,0,0,0,0
"@dekara.ninsa Kalau keterangan dari msib dan dr kampus, Banding itu bukan revisi tapi recheck ulang dokumen, jd yg diunggah itu dokumen yg sama dengan di platform. Justru katanya kalau berusaha merevisi dokumen bakalan di blacklist",kalau keterangan dari msib dan dari kampus banding itu bukan revisi tapi recheck ulang dokumen jadi yang diunggah itu dokumen yang sama dengan di platform justru katanya kalau berusaha merevisi dokumen akan di blacklist,1,0,0,0,0
"@denifebriansyh iya kak, bebal bgt tuh mereka, gue sejak batch 2 smpe skrg belum kesempatan ya Krn pihak msib kaya selalu tutup mata tutup telinga. Gak sigap nginfoin, terkesan seadanya dan ga profesional. Web nya pun gitu gabisa buat tinjau berkas.",iya kak bebal banget tuh mereka saya sejak batch sampai sekarang belum kesempatan iya karena pihak msib kayak selalu tutup mata tutup telinga tidak sigap nginfoin terkesan seadanya dan tidak profesional web nya pun begitu enggak bisa buat tinjau berkas,2,0,0,0,0
"@andir1_ ngga kak memang masih proses tadi pagi ada balasan email dari kampus merdeka kalau proses seleksi MSIB masih berlangsung, dsrh menunggu dluðð»",tidak kak memang masih proses tadi pagi ada balasan email dari kampus merdeka kalau proses seleksi msib masih berlangsung dsrh menunggu dulu,2,1,1,1,1
@bro.swryz dia ngerubah isi doc ga bro? Biasanya dia tau salahnya dimana. Makanya reupload ulang.,dia ngerubah isi doc tidak saudara laki-laki biasanya dia tahu salahnya dimana makanya reupload ulang,0,0,1,0,0
berarti proses seleksi ga tranparan dong? klo pihak kampus merdeka udh nyeleksi dan mengadakan aju banding berkas kenapa ga disebar secara merata dan penutupan aju banding cepet dari tanggal pembukaan? banyak temen temen yg lain bilang ini permasalahan dari batch 1 sampe skrng dan ga berubah dari dulu,berarti proses seleksi tidak tranparan dong kalau pihak kampus merdeka sudah nyeleksi dan mengadakan aju banding berkas kenapa tidak disebar secara merata dan penutupan aju banding cepat dari tanggal pembukaan banyak teman teman yang lain bilang ini permasalahan dari batch sampai sekarang dan tidak berubah dari dulu,2,0,0,0,0
@j.ilhamp itu gk llus bro. Kbtulan ini thun ke 2 gw ikut tpi masih sama jga dgn thum sblmnya,itu tidak llus saudara laki-laki kbtulan ini tahun ke saya ikut tapi masih sama juga dengan thum sebelumnya,0,0,0,1,0
"@adhlslsa itu ditolak, kak",itu ditolak kak,1,0,0,0,0
"@dekara.ninsa Yang emang lalai itu ada, tp gabisa digeneralisasi juga semua yang salah itu karena lalai dan sengaja salah. Buktinya ada kok yg habis banding bisa verified. Brati ada kemungkinan pengecekan pertana itu kesalahan dr pihak verifikasi kan? Info banding ga semua dapet karena ada yg baru tau berkasnya setelah tgl 27 yg mana banding udah ditutup",yang memang lalai itu ada tapi enggak bisa digeneralisasi juga semua yang salah itu karena lalai dan sengaja salah buktinya ada kok yang habis banding bisa verified brati ada kemungkinan pengecekan pertana itu kesalahan dari pihak verifikasi kan informasi banding tidak semua dapat karena ada yang baru tahu berkasnya setelah tanggal yang mana banding sudah ditutup,0,0,0,0,0
Kesempatan aku udah hilang ð¥²,kesempatan aku sudah hilang,1,0,0,0,0
@_erlanggadwiputra materainya nyomot google kaga? Ttdnya tempelan kaga? Temen gw kek gitu soalnya.,materainya nyomot google tidak ttdnya tempelan tidak teman saya kayak begitu soalnya,1,0,0,0,0
"@3721________ ada tutor di yutub kak, itu terbukti bisa karena saya dikonfirmasi mitra juga klu verkasnya ada yg salah",ada tutor di yutub kak itu terbukti bisa karena saya dikonfirmasi mitra juga kalau verkasnya ada yang salah,0,1,1,1,1
"@bro.swryz temen gw ngotot bgt berkas dia bener. Sampe protes marah marah. Pas gw cek ternyata materai dia nyomot dari google. Yaa jelas ga lolos lah. Ini salah satu contoh ada org ngotot berkas bener. Tapi ga peduliin point materai, ttd dsb itu penting.",teman saya ngotot banget berkas dia benar sampai protes marah marah pas saya cek ternyata materai dia nyomot dari google iya jelas tidak lolos lah ini salah satu contoh ada orang ngotot berkas benar tapi tidak mempedulikan point materai ttd dsb itu penting,2,0,0,0,0
@devsely cara cek dokumen kita itu eligible gimana yaa kak?,cara cek dokumen kita itu eligible bagaimana iya kak,1,1,1,1,1
@_erlanggadwiputra cara cek dokumen kita itu eligible gimana yaa?,cara cek dokumen kita itu eligible bagaimana iya,1,1,1,1,1
"@yunpnzr 79K mas, gak usah asal bunyi lagi dahh, jumlah peserta aja salah",79k mas tidak perlu asal bunyi lagi deh jumlah peserta saja salah,0,0,1,0,0
"@yunpnzr ya mas, mitra ama PIC kampus aja gk bisa bantu ngecekin. Justru itu yg kita tuntut, transparansi biar dicek apa salah upload. Klu dicek ya baik2 aja filenya lebih better berkasku dibanding temenku yg gak nyantumin ttd ama kop.",iya mas mitra sama pic kampus saja tidak bisa bantu ngecekin justru itu yang kita tuntut transparansi biar dicek apa salah upload kalau dicek iya baik-baik saja filenya lebih better berkasku dibanding temenku yang tidak nyantumin ttd sama kop,2,0,0,2,0
"ngurus berkas sulitnya minta ampun, eh gada kbr",mengurus berkas sulitnya meminta ampun eh enggak ada kabar,0,0,0,0,0
@adrian_wbsn kalo ga di Terima minimal kasih kabar biar nggak berharap. btw saya juga korban,kalau tidak di terima minimal kasih kabar biar tidak berharap ngomong-ngomong saya juga korban,0,0,0,0,0
Buat adik2 diinget2 ya buat batch/tahun depan. Brightness materai > CV & kualifikasi,buat adik2 diinget2 iya buat batchtahun depan brightness materai cv kualifikasi,1,1,1,1,1
"@denifebriansyh kalo feeling gw (belum tentu benar), yang nyeleksi sr sama sptjm nya kampus merdeka bro. Mitra itu bisa liat berkas sisanya (cv dll).",kalau feeling saya belum tentu benar yang nyeleksi sr sama sptjm nya kampus merdeka saudara laki-laki mitra itu bisa lihat berkas sisanya cv dan lain-lain,0,1,1,1,1
"gua dapet undangan dr mitra bro, udh dimasukin grupnya lgi. Proses seleksi berkas itu eligible atau ngga itu dimitra ato dr pihak kampus merdeka? status SR reject lo. Itu berkas di seleksi dibagian apa coba?",saya dapat undangan dari mitra saudara laki-laki sudah dimasuki grupnya lagi proses seleksi berkas itu eligible atau tidak itu dimitra atau dari pihak kampus merdeka status sr reject kamu itu berkas di seleksi dibagian apa coba,1,0,1,1,0
@hshshdoang onboarding prushaan tgl 16 leh nak ato?,onboarding prushaan tanggal boleh nak atau,1,1,1,1,1
"bangun pemuda-pemudi, Indonesia :"")",bangun pemudapemudi indonesia,1,1,1,1,1
"@j.ilhamp patokannya itu bukan dari status website, tapi dari lu dapet undangan (wa/email) dari mitra buat recruitment process selanjutnya (entah itu tes, intv, atau apapun). Selama gak ada undangan recruitment process selanjutnya, berarti gausah berharap. Arti status diproses di website itu artinya mitra sudah liat dokumen lu",patokannya itu bukan dari status website tapi dari kamu dapat undangan waemail dari mitra buat recruitment process selanjutnya entah itu tes intv atau apapun selama tidak ada undangan recruitment process selanjutnya berarti enggak usah berharap arti status diproses di website itu artinya mitra sudah lihat dokumen kamu,0,1,1,1,0
Kabarnya sampai kiamat di proses terus kak :<,kabarnya sampai kiamat di proses terus kak,1,1,1,0,0
"@adrian_wbsn patokannya itu bukan dari status website bro, tapi dari dapet atau tidaknya undangan recruitment process dari mitra (entah itu tes, interview, atau apapun itu). Kalo gak dapat undangan buat lanjut recruitment ke tahap selanjutnya berarti gak lolos. Status di website diproses itu artinya dokumen lu udah dilihat dan masuk ke proses seleksi oleh mitra.",patokannya itu bukan dari status website saudara laki-laki tapi dari dapat atau tidaknya undangan recruitment process dari mitra entah itu tes interview atau apapun itu kalau tidak dapat undangan buat lanjut recruitment ke tahap selanjutnya berarti tidak lolos status di website diproses itu artinya dokumen kamu sudah dilihat dan masuk ke proses seleksi oleh mitra,1,1,1,1,0
"@arthasth._ setauku yg bisa ngerubah status dari sudah daftar -> proses -> diterima, itu urusan masing2 mitra melalui tim recruiter mereka. denger2 kalo emg ada yg ga lolos tim recruiter mls buat ngerubah status ke tidak lolos mengingat banyaknya yg daftar.",setauku yang bisa ngerubah status dari sudah daftar proses diterima itu urusan masing-masing mitra melalui tim recruiter mereka denger2 kalau memang ada yang tidak lolos tim recruiter malas buat ngerubah status ke tidak lolos mengingat banyaknya yang daftar,2,0,0,0,0
NT kak ð,nanti kak,1,1,1,0,0
"Setidaknya di bagian kegiatan tempat magang di kasih tulisan tdk lolos, biar kami para pendaftar lainnya tdk terantung begini,,, klo tertulis proses kami berspekulasi bahwa masih ada harapan atau masih proses pendaftarn / seleksi,,, panitia mohon di baca dan klarifikasi dong,,, semua anak muda indonesia butuh kesamaan jangan hanya di pilih2 ,, klo pilih2 begini mau taruh dimana sila pancasila yang hari2 di baca ulang2 ,, percuma saja",setidaknya di bagian kegiatan tempat magang di kasih tulisan tidak lolos biar kami para pendaftar lainnya tidak terantung begini kalau tertulis proses kami berspekulasi bahwa masih ada harapan atau masih proses pendaftarn seleksi panitia mohon di baca dan klarifikasi dong semua anak muda indonesia butuh kesamaan jangan hanya di pilih2 kalau pilih2 begini mau taruh dimana sila pancasila yang hari-hari di baca ulang2 percuma saja,0,0,0,0,0
"@nadiemmakarim dengan segala hormat pak menteri, mungkin bisa disesuaikan lagi programnya berdasarkan hasil evaluasi di periode ini semoga bisa menjadi lebih baik lagiðð»",dengan segala hormat pak menteri mungkin bisa disesuaikan lagi programnya berdasarkan hasil evaluasi di periode ini semoga bisa menjadi lebih baik lagi,2,2,1,2,1
kasih kejelasan klo emng di tolak.,kasih kejelasan kalau memang di tolak,1,1,1,0,0
@rachel.marla iya kasian statusnya diproses aja gada kejelasan,iya kasihan statusnya diproses saja enggak ada kejelasan,0,0,0,0,0
@bro.swryz aneh dan mengsedih,aneh dan mengsedih,0,0,0,0,0
"@myvatnash Gua bingung sama responnya dia, kok tiba2 sampe kampus apa hubungannyað­",saya bingung sama responnya dia kok tiba-tiba sampai kampus apa hubungannya,0,0,0,0,0
@yunpnzr Hah? Lu daftar msib ga si? Hubungannya sama kampus apaan? Kaget gua jawabannya kaga nyambungð¥¹,hah kamu daftar msib tidak sih hubungannya sama kampus apa kaget saya jawabannya tidak menyambung,0,0,0,0,0
"@yunpnzr  status berkas keluar tbtb ga eligible itu karena dari sistemnya yang tbtb berubah, bukan dari kampus tbtb ngeluarin status wkk",status berkas keluar tbtb tidak eligible itu karena dari sistemnya yang tbtb berubah bukan dari kampus tbtb mengeluarkan status wkk,1,0,0,0,0
@_erlanggadwiputra udah banggggð­ð­,sudah bangggg,2,2,1,0,2
ga cakap intelektual ni penyelenggara...,tidak cakap intelektual ini penyelenggara,2,0,0,0,1
"3 bulan mati matian persiapan, tp yg lolos cuma modal berkas eligible, bukan skill yg diliatð harusnya urusan berkas di filter di awall",bulan mati matian persiapan tapi yang lolos cuma modal berkas eligible bukan skill yang dilihat harusnya urusan berkas di filter di awall,0,0,0,0,0
"@bro.swryz ya kalo urusan berkas itu mah urusan mahasiswa sama kampus mas. Penyelenggara gak peduli, gampangnya salah sendiri ngeluarinnya diluar dari jadwal. Itu udah resiko masing-masing ditanggung peserta. Gak sekalian lu nuntut pendaftaran & revisi sampe tanggal 31 Desember 2023?",iya kalau urusan berkas itu mah urusan mahasiswa sama kampus mas penyelenggara tidak peduli gampangnya salah sendiri ngeluarinnya diluar dari jadwal itu sudah resiko masingmasing ditanggung peserta tidak sekalian kamu menuntut pendaftaran revisi sampai tanggal desember,2,0,0,0,0
"Bener banget, serasa di gantungin astaga udah penuh harapan tapi kalau kaya gini langsung down ð",benar banget serasa di gantungin astaga sudah penuh harapan tapi kalau kayak begini langsung down,2,0,0,0,0
@rachel.marla semisal lwt dri tgl 11 kemungkinan udh ga lolos mas,semisal lewat dari tanggal kemungkinan sudah tidak lolos mas,1,1,1,1,0
@adrian_wbsn bner nih broth?,benar ini broth,2,2,1,2,1
@yunpnzr  Baru dari mananya bro? udah batch 4 lho. Kalau ada orang kritik membangun itu diterima dan dijadikan masukkan bukan malah menormalisasi kesalahan. Hadeh,baru dari mananya saudara laki-laki sudah batch lho kalau ada orang kritik membangun itu diterima dan dijadikan masukkan bukan bahkan menormalisasi kesalahan hadeh,1,0,0,0,0
"@ ya baguslah, soalnya saya baca komen dari kmrn sih, keluhan mereka yang sma sma mengurus tp salah satunya ga eligible",iya baguslah soalnya saya baca komen dari kemarin sih keluhan mereka yang sama sama mengurus tapi salah satunya tidak eligible,2,0,2,0,0
Kecewað gk lg lg deh ikutan kalau sistem nya masih seperti ini,kecewa tidak lagi lagi deh ikutan kalau sistem nya masih seperti ini,0,0,0,0,0
Kasih kejelasan setidaknua buat tidak lolos,kasih kejelasan setidaknua buat tidak lolos,1,0,0,1,1
"@yunpnzr Lha memang ada kesalahan, makanya pada protesð. Ga semua banding dicek banyak yg statusnya masih on review sampe sekarang. Bahkan ada yang status berkasnya baru keluar tanggal 30 sedangkan banding udah ditutup tgl 27. Trus mau gimana kalau gitu?",lah memang ada kesalahan makanya pada protes tidak semua banding dicek banyak yang statusnya masih on review sampai sekarang bahkan ada yang status berkasnya baru keluar tanggal sedangkan banding sudah ditutup tanggal terus mau bagaimana kalau begitu,2,0,0,0,0
@tntkswl_  Malee bgt bgsddd mandang kampus wkwkwkwk,malee banget bgsddd mandang kampus wkwkwkwk,2,0,0,0,0
"@babu_abu_abu namanya juga program masih baru, resiko ditanggung pendaftar. Jangan kaget diginiin, karna pas lu udah lulus kuliah lebih gak jelas lagi sistem seleksinya. Jadi anggap aja ini simulasi seleksi bertahan hidupð",namanya juga program masih baru resiko ditanggung pendaftar jangan kaget dibeginikan karena pas kamu sudah lulus kuliah lebih tidak jelas lagi sistem seleksinya jadi anggap saja ini simulasi seleksi bertahan hidup,2,0,0,0,0
"@herdodp kurang tau kalau bangkit, tapi yang pasti kalau bangkit, yang ga lolos tetep nerima email informasi ga lolos",kurang tahu kalau bangkit tapi yang pasti kalau bangkit yang tidak lolos tetap menerima email informasi tidak lolos,2,0,0,0,0
@gastrovast tgl 16 masih pembekalan??,tanggal masih pembekalan,1,1,1,1,1
"@bro.swryz ya berarti kalo begitu ada kesalahan cek berkas. Kan yang di cek gak cuma ente doang. Animonya aja sampe ratusan ribu peserta loh. Kalo gitu balik lagi ke pesertanya, kenapa gak mau aju banding kalo ada kesalahan? L",iya berarti kalau begitu ada kesalahan cek berkas kan yang di cek tidak cuma ente doang animonya saja sampai ratusan ribu peserta loh kalau begitu balik lagi ke pesertanya kenapa tidak mau aju banding kalau ada kesalahan l,1,0,0,0,0
@trushnasla yo,iya,1,2,1,0,2
@babu_abu_abu Banyak yang banding dan berubah jadi verified. Brati ada kemungkinan di verifikasi pertama ada miss dr sistemnya. Kenapa orangÂ² pada denial ya kak:((,banyak yang banding dan berubah jadi verified brati ada kemungkinan di verifikasi pertama ada miss dari sistemnya kenapa orang pada denial iya kak,2,1,0,0,0
@herdodp ga ada kak Bangkit,tidak ada kak bangkit,2,0,0,0,0
@adrian_wbsn sediih amatð¥²,sediih amat,2,0,1,2,2
MSIB batch 4 kacau. Minimal kasih kejelasan kepada mahasiswa,msib batch kacau minimal kasih kejelasan kepada mahasiswa,0,0,0,0,0
@adhlslsa berasa dighostingð¢,berasa dighosting,1,2,2,2,0
@adrian_wbsn wkwkw asliii kak,wkwkw asli kak,2,2,1,2,1
"Masak ,dh sampai tgl 13 masi di proses Mulu , setidaknya di kasih tau ,lolos apa enggak nya",masak deh sampai tanggal masih di proses melulu setidaknya di kasih tahu lolos apa tidak nya,0,0,1,0,0
@yunpnzr ceknya gmn bro? Udh telat kok. Semuanya udh terjadi. Pihak msib yg kurang sosialisasi soal pencegahan begini2,ceknya bagaimana saudara laki-laki sudah terlambat kok semuanya sudah terjadi pihak msib yang kurang sosialisasi soal pencegahan begini2,0,0,0,0,0
Tolong di kasih kejelasan lah minð¢,tolong di kasih kejelasan lah min,2,1,1,1,0
@yunpnzr Wduuw bestie gua banding jadi verified bro. Banding kan cuma recheck doank tanpa revisi. Brati sistem juga bisa salah kan? Trus berapa banyak org di luar sana yang kaga salah tapi dianggep salah sama sistem?,wduuw bestie saya banding jadi verified saudara laki-laki banding kan cuma recheck doang tanpa revisi brati sistem juga bisa salah kan terus berapa banyak orang di luar sana yang tidak salah tapi dianggep salah sama sistem,2,0,0,0,0
@bochiillll @cicumgarcum kut yo,kut iya,1,1,1,0,0
@lucki_atmaja kalau mitra bangkit sosmed nya apa ya kak?,kalau mitra bangkit sosmed nya apa iya kak,2,1,1,1,1
"@_erlanggadwiputra coba cek lagi file yang udah di scan, pastinada poin yang gak kebaca pas scanning seperti materai yang gak berwarna, cap gak terbaca jelas, ada yang burem, dll",coba cek lagi file yang sudah di scan pastinada poin yang tidak kebaca pas scanning seperti materai yang tidak berwarna cap tidak terbaca jelas ada yang buram dan lain-lain,2,0,1,0,0
"@bro.swryz pasti ada yang salah itu berkasnya, coba cek lagi",pasti ada yang salah itu berkasnya coba cek lagi,0,1,1,0,0
"@adhlslsa iyaaa, ga ada tahap selanjutnya kah? tautau share info offering sampe tgl 16feb ini. gimana Pak? @magangmerdeka",iya tidak ada tahap selanjutnya kah tautau share informasi offering sampai tanggal 16feb ini bagaimana pak,1,1,1,1,1
@dndaaaws_ pasti ada salah satu unsur yang gak kebaca pas scanning. Coba perhatiin lagi,pasti ada salah satu unsur yang tidak kebaca pas scanning coba perhatikan lagi,1,0,0,0,0
@alammaulanaaa__ cek di ig/web mitra,cek di igweb mitra,1,1,1,1,1
"@alammaulanaaa__ coba crosscheck satu per satu mitra, pada udah mulai offering atau belum, kalau gw gitu di cek satu persatu, kalau udah pada offering ya yaudah jangan berharap",coba crosscheck satu per satu mitra pada sudah mulai offering atau belum kalau saya begitu di cek satu persatu kalau sudah pada offering iya ya sudah jangan berharap,1,0,0,0,0
"panitianya gimana nih urus berkasnya? beberapa komen gue baca, ada yang urus berkasnya dari awal sampai akhir sama temannya, berkas sama smua ga ada yang beda, tp tmn nya eligible dan dia ga eligible? kalian pakai cara cap cip cup ya??",panitianya bagaimana ini urus berkasnya beberapa komen saya baca ada yang urus berkasnya dari awal sampai akhir sama temannya berkas sama semua tidak ada yang beda tapi teman nya eligible dan dia tidak eligible kalian pakai cara cap cip cup iya,1,0,0,2,0
@j.ilhamp saya coba tanyakan ke email MSIB nya..dapet balesan bahwa sampai tgl 15 juga masih proses seleksi oleh mitra.. semoga ajaaa...huhu.. dan semoga aja ada perpanjangan sama seperti awal pendaftaran MSIB pun ada perpanjangan..hehehe,saya coba tanyakan ke email msib nyadapet balesan bahwa sampai tanggal juga masih proses seleksi oleh mitra semoga ajaaahuhu dan semoga saja ada perpanjangan sama seperti awal pendaftaran msib pun ada perpanjanganhehehe,1,0,1,1,1
"Temen gua eligible, gua engga. Padahal ketiplek tiplek isi berkas semuanya sama wong ngurusnya bareng pas ke kampus wkwkwkwk",teman saya eligible saya tidak padahal ketiplek tiplek isi berkas semuanya sama wong ngurusnya bareng pas ke kampus wkwkwkwk,1,0,0,1,0
@rachel.marla sabar aja,sabar saja,1,2,2,2,2
gimana mau kompetitif sialan orang yang diliat eligibilas berkas wkwk,bagaimana mau kompetitif sialan orang yang dilihat eligibilas berkas wkwk,1,0,0,0,0
"@adrian_wbsn aku dapat 10 tawaran, wkwk tapi pilih Sekolah Ekspor ajah",aku dapat tawaran wkwk tapi pilih sekolah ekspor saja,1,1,1,1,1
ngepost gini dibaca ga si komennya?,ngepost begini dibaca tidak sih komennya,1,0,0,0,0
@rachel.marla benerr nihh huhu,benar ini huhu,2,0,2,2,0
ini gimana ya yg statusnya masih prosessssss?,ini bagaimana iya yang statusnya masih prosessssss,1,0,0,0,0
"Ketahuilah, dibalik gebyar onboarding besok, ada ribuan mahasiswa yang dirugikan karena berkas mereka yang sejatinya benar tapi dianggap salahð Sukses buat temen2 yang lancar dalam proses seleksi. Salam dari kami yang emang belum rejekinya di sini dan harus gagal karena berkas yang belum tentu kami salahâ¤ï¸",ketahuilah dibalik gebyar onboarding besok ada ribuan mahasiswa yang dirugikan karena berkas mereka yang sejatinya benar tapi dianggap salah sukses buat teman-teman yang lancar dalam proses seleksi salam dari kami yang memang belum rejekinya di sini dan harus gagal karena berkas yang belum tentu kami salah,2,2,0,0,0
@adrian_wbsn Dari batch 1 udah kayak gini dan sampe batch 4 ga dibenerinð salut,dari batch sudah kayak begini dan sampai batch tidak dibenerin salut,1,0,2,0,2
Diproses = ditolak ges wkwkwk,diproses ditolak ges wkwkwk,1,0,0,0,0
"@pitasrr_ dapat infonya dari mana kk?, wah jadi masih ada harapan nih",dapat infonya dari mana kakak wah jadi masih ada harapan ini,1,1,1,1,1
@andir1_ maaf katanya mundur lagi,maaf katanya mundur lagi,0,0,1,0,1
@andir1_ dilamar MSIB sampai tgl 15,dilamar msib sampai tanggal,1,1,1,1,1
@andir1_ bukanya tanggal 15 ya batasnya kak,bukanya tanggal iya batasnya kak,1,1,1,1,1
Masih ada harapan ga sih? ð,masih ada harapan tidak sih,1,0,1,0,0
"@ibrahim.bram.35762 maaf kk menjawab, udah nggak keterima mungkin kk, karna batas pengumumannya tanggal 11",maaf kakak menjawab sudah tidak keterima mungkin kakak karena batas pengumumannya tanggal,0,1,1,1,1
"Min, buat yg gaketerima dikasih info dong lolos apa engga? Di MBKM Diproses mulu wkwk",min buat yang gaketerima dikasih informasi dong lolos apa tidak di mbkm diproses melulu wkwk,1,1,1,0,0
@j.ilhamp iya kak sama sy juga sampai skrg blm dapat kabar ni,iya kak sama saya juga sampai sekarang belum dapat kabar ini,1,1,1,0,0
"Okeh, belum rejeki ygy",okeh belum rezeki ygy,2,0,0,0,0
MSIB masih proses terus nihð¢ð¤,msib masih proses terus ini,1,1,1,0,0
@spontanahuy kalau hari ini blm ada email atau tlp dari pihak msib berarti besar kemungkinan ga lolos ya?,kalau hari ini belum ada email atau telepon dari pihak msib berarti besar kemungkinan tidak lolos iya,1,1,1,0,0
@ilham_andika_ turu aja dek,turu saja adik,1,0,1,0,1
@ci.ucii6 gimna?,bagaimana,1,2,1,2,0
@ptrairwn_ tag cobaa,tag coba,1,1,1,2,1
@adrian_syahhh22 tak tau saya wkwkwj,tidak tahu saya wkwkwj,1,0,1,0,0
@ptrairwn_ kampus kita gimana ya wkwkwkwwk,kampus kita bagaimana iya wkwkwkwwk,1,0,1,0,1
Simulasi Survey Kebhinekaan sudah dilaksanakan pada hari ini. Terima kasih Bapak/Ibu Panitia Pusat MSIB.,simulasi survey kebhinekaan sudah dilaksanakan pada hari ini terima kasih bapakibu panitia pusat msib,1,1,1,1,1
@ema.hakimah untuk info lolos tidaknya apakah disampaikan le2at email bu?,untuk informasi lolos tidaknya apakah disampaikan le2at email bu,1,1,1,1,1
@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,pertanyaan yang samainfo bisa dilihat dimana iya,1,1,1,1,1
@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,pertanyaan yang samainfo bisa dilihat dimana iya,1,1,1,1,1
@upepeul pertanyaan yang sama..lihat infonya dimana y,pertanyaan yang samalihat infonya dimana iya,1,1,1,1,1
"Iya sama @ema.hakimah,solusinya gimana ya",iya sama bagaimana iya,1,0,1,0,1
"@ema.hakimah kalo hanya simulasi, loginnya harus registrasi dulu kak, kalo udah survei baru pake username dan password yang didapatkan dari email",kalau hanya simulasi loginnya harus registrasi dulu kak kalau sudah survei baru pakai username dan password yang didapatkan dari email,2,1,1,1,1
@ema.hakimah saya juga mengalami hal yang sama. Admin @magangmerdeka mohon dibantu,saya juga mengalami hal yang sama admin mohon dibantu,1,1,1,1,1
Saya mau ikut survei belum bs masuk? adakah yg bs membantu...password salah saat dimasukkn,saya mau ikut survei belum bisa masuk adakah yang bisa membantupassword salah saat dimasukkn,1,1,1,1,1
"@nyepammyy_ tergantung hrd nya si, kalau aku pribadi sore",tergantung hrd nya sih kalau aku pribadi sore,1,1,1,1,1
