,comment,clean,sentimen,sentiment_indobert,sentiment_indobert_kotor,sentiment_roberta,sentiment_roberta_kotor
384,"tolong untuk kedepan bagi yg sudah pernah mengikuti magang kampus merdeka tidak bisa ikut lagi, soalnya banyak temen-temen yg belum magang jadi ga lewat!!!",tolong untuk kedepan bagi yang sudah pernah mengikuti magang kampus merdeka tidak bisa ikut lagi soalnya banyak tementemen yang belum magang jadi tidak lewat,Positif,Netral,Negatif,neutral,negative
385,@bro.swryz yauda terima aja gausa koar2 disni,yauda terima saja enggak usah koar2 disini,Netral,Negatif,Netral,negative,negative
386,"@dekara.ninsa yee mbak.... Mencoba generalisasi kasus temen anda. Hati2 tanda2 distorsi kognitif butuh ke psikolog. Lihat kasus temen lain, argumen lain, tuntutan yang lain. See this as a whole.",iya mbak mencoba generalisasi kasus teman anda hati-hati tanda2 distorsi kognitif butuh ke psikolog lihat kasus teman lain argumen lain tuntutan yang lain sih this as a whole,Negatif,Negatif,Negatif,negative,negative
387,@azizmario_ gmn kita tau berkas itu eligible sm gak nya?,bagaimana kita tahu berkas itu eligible sama tidak nya,Netral,Negatif,Netral,negative,neutral
388,"@bro.swryz oh, sama kyk info beredar. Harus lapor kampus",oh sama kayak informasi beredar harus lapor kampus,Netral,Negatif,Netral,negative,negative
389,@babu_abu_abu udah terakhir tanggal 27 bro lewat pic kampus😢,sudah terakhir tanggal saudara laki-laki lewat pic kampus,Netral,Netral,Netral,neutral,negative
390,@anggafii_ tapi banyak yg offering tgl 13 loh. Gmn ga bingung kita,tapi banyak yang offering tanggal loh bagaimana tidak bingung kita,Positif,Negatif,Netral,negative,negative
391,@bro.swryz kalo banding carany gmn bang?,kalau banding carany bagaimana bang,Netral,Netral,Netral,negative,negative
392,untuk mahasiswa disabilitas kok agak sulit ya,untuk mahasiswa disabilitas kok agak sulit iya,Negatif,Negatif,Negatif,negative,negative
393,@zaki_na iih kesell brooooo wkwkwkw,ih kesell brooooo wkwkwkw,Netral,Negatif,Negatif,negative,negative
394,@bro.swryz udh bro gausah tanggepin tu orang😂,sudah saudara laki-laki enggak usah tanggepin itu orang,Positif,Negatif,Negatif,negative,negative
397,"@nyepammyy_ nggak kak,tapi aku udah offering cuman belum ada invite group sama sekali  makanya aku nanya.Takut ketinggalan info.",tidak kaktapi aku sudah offering cuman belum ada invite group sama sekali makanya aku nanyatakut ketinggalan informasi,Negatif,Negatif,Negatif,negative,negative
398,@kezyameystika_ Ditjen perumahan udah ada kabar ka?,ditjen perumahan sudah ada kabar kak,Positif,Netral,Netral,neutral,neutral
399,"@bro.swryz sukses dah buat abang. Semoga bisa dpt yang lebih baik. Karena ya mau gmana ya... Ya abang tau sendiri deh ya yang namanya ""instansi penguasa""",sukses deh buat abang semoga bisa dapat yang lebih baik karena iya mau bagaimana iya iya abang tahu sendiri deh iya yang namanya instansi penguasa,Positif,Positif,Negatif,positive,negative
400,@yunpnzr Gue alumni magang batch 2🥰 bahkann batch 1 gua juga hunter dan hampir lolos di stupen cuma waktu itu dikonfirmasi status semester gue masih kurang:) Jd gua paham banget seleksi msib itu gimana dan harusnya orang² yg konsul ke gue. Menurut batch ini cenderung regres. Karena sosialisasinya kurang. Baca aja di twitter pakai hastag #RegulasiCacatMSIB4 udah dijelasin kronologinya kek mana. Kita juga paham dan ga ngasal protes karena kalau ga ada bukti sama aja omong kosong. Saya kasih tau ya mas. Status keluar tgl 30 itu yg mengeluarkan sistem bukan kampus. Jd proses seleksi ini ga ada hubungannya sama kampus. Semoga kamu paham dan jangan sesekali menormalisasi kesalahan lain untuk menjadi pembenaran atas kesalahan lainnya.,saya alumni magang batch bahkann batch saya juga hunter dan hampir lolos di stupen cuma waktu itu dikonfirmasi status semester saya masih kurang jadi saya paham banget seleksi msib itu bagaimana dan harusnya orang yang konsultasi ke saya menurut batch ini cenderung regres karena sosialisasinya kurang baca saja di twitter pakai hastag regulasicacatmsib4 sudah dijelasin kronologinya kayak mana kita juga paham dan tidak ngasal protes karena kalau tidak ada bukti sama saja omong kosong saya kasih tahu iya mas status keluar tanggal itu yang mengeluarkan sistem bukan kampus jadi proses seleksi ini tidak ada hubungannya sama kampus semoga kamu paham dan jangan sesekali menormalisasi kesalahan lain untuk menjadi pembenaran atas kesalahan lainnya,Positif,Negatif,Negatif,negative,negative
401,@rozindarrr ditjen perumahan sulawesi tenggara,ditjen perumahan sulawesi tenggara,Positif,Netral,Netral,neutral,neutral
403,@kezyameystika_ mitra apa?,mitra apa,Netral,Negatif,Netral,positive,neutral
404,"@bro.swryz lu reject berkas tapi offering? Gue nemu bug di sistem seleksi ini. Setau gue offering yang menentukan mitra, sedangkan berkas itu urusan tim MSIB. Kemungkinan nanti di pertengahan program lu bakal nemu masalah itupun kalo tim MSIB tegas buat nyuruh mitra cancel keikutsertaan mahasiswa yang berkasnya rejected. Klo urusan banding, dalam seleksi berkas itu yang ngecek bukan AI/bot tapi manusia (ini kalo CPNS). Jadi masalah mistake itu wajar, barangkali mata mereka sliwer jadi kita sebagai mahasiswa ya harus jeli sendiri klo ternyata ada salah dalam seleksi ya kita harus rajin follow up ke penyelenggara. Kalo masalah revisi berkas yang baru keluar di tanggal 30 Januari pdhl tanggal 27 Januari udah gak bisa direvisi ya itu urusan mahasiswa sama kampus, tim gak peduli sama kasus ini. Klo urusan info banding yang gak tersosialisasi dengan baik, kenapa peserta sebelumnya gak cari tau & bertanya waktu sosialisasi MSIB? Seinget gue dari pihak MSIB maupun kampus juga ngadain sosialisasi MSIB deh. Trus rajin tanya ke alumni MSIB di kampus masing-masing prosesnya gimana, fiturnya apa aja. Walaupun tahapannya beda tapi kan tetep ada namanya surbin, sr, sptjm, dll. Bagi gue program ini masih baru jadi masih banyak bug. Jangankan ini, CPNS aja sering bermasalah kok tahapannya",kamu reject berkas tapi offering saya nemu bug di sistem seleksi ini setau saya offering yang menentukan mitra sedangkan berkas itu urusan tim msib kemungkinan nanti di pertengahan program kamu bakal nemu masalah itupun kalau tim msib tegas buat nyuruh mitra cancel keikutsertaan mahasiswa yang berkasnya rejected kalau urusan banding dalam seleksi berkas itu yang mengecek bukan aibot tapi manusia ini kalau cpns jadi masalah mistake itu wajar barangkali mata mereka sliwer jadi kita sebagai mahasiswa iya harus jeli sendiri kalau ternyata ada salah dalam seleksi iya kita harus rajin follow up ke penyelenggara kalau masalah revisi berkas yang baru keluar di tanggal januari padahal tanggal januari sudah tidak bisa direvisi iya itu urusan mahasiswa sama kampus tim tidak peduli sama kasus ini kalau urusan informasi banding yang tidak tersosialisasi dengan baik kenapa peserta sebelumnya tidak cari tahu bertanya waktu sosialisasi msib seinget saya dari pihak msib maupun kampus juga mengadakan sosialisasi msib deh terus rajin tanya ke alumni msib di kampus masingmasing prosesnya bagaimana fiturnya apa saja walaupun tahapannya beda tapi kan tetap ada namanya surbin sr sptjm dan lain-lain bagi saya program ini masih baru jadi masih banyak bug jangankan ini cpns saja sering bermasalah kok tahapannya,Negatif,Negatif,Negatif,negative,negative
405,"Bagi tips kak tahun depan saya coba, yang lulus bagi tips dong",bagi tips kak tahun depan saya coba yang lulus bagi tips dong,Netral,Netral,Netral,neutral,neutral
406,disini ada yang udh diterima magang KAKA MENTOR INAmikro?,disini ada yang sudah diterima magang kakak mentor inamikro,Netral,Netral,Netral,neutral,neutral
407,@bro.swryz udh bro gausah ditanggepin orang itu... Biar dia pada statemennya,sudah saudara laki-laki enggak usah ditanggepin orang itu biar dia pada statemennya,Netral,Negatif,Negatif,negative,negative
408,@nanasealfayeed gue udah reject aja masih dapet offering ketrima😂,saya sudah reject saja masih dapat offering diterima,Netral,Netral,Netral,negative,negative
409,Yng udah offering diweb tetapi dbatalin gjadi offering gara2 berkas gak eliglibe cung👆😵,yang sudah offering diweb tetapi dbatalin gjadi offering gara-gara berkas tidak eliglibe cung,Netral,Negatif,Negatif,negative,negative
410,"@yunpnzr Hadeh, udah dijelasin masih aja denial. Poinnya adalah kita menuntut keadilan soal seleksi berkas ini. Ada peserta yang awalnya direject lalu banding. Banding itu bukan revisi tapi recheck berkas karena merasa ga ada salah. Dan beberapa dari mereka khususnya di mitra gue ada 7 orang yang lolos banding. Logikanya brati berkas mereka yang tadinya dianggep salah itu seharusnya bener setelah didechek sama tim verifikasi msib. Sampai sini paham? Tapi kondisi di lapangan info banding ini tidak dideliver dengan baik dan ga semua peserta bisa ngajuin banding. Itu poinnya kenapa pada protes.",hadeh sudah dijelasin masih saja denial poinnya adalah kita menuntut keadilan soal seleksi berkas ini ada peserta yang awalnya direject lalu banding banding itu bukan revisi tapi recheck berkas karena merasa tidak ada salah dan beberapa dari mereka khususnya di mitra saya ada orang yang lolos banding logikanya brati berkas mereka yang tadinya dianggep salah itu seharusnya benar setelah didechek sama tim verifikasi msib sampai sini paham tapi kondisi di lapangan informasi banding ini tidak dideliver dengan baik dan tidak semua peserta bisa mengajukan banding itu poinnya kenapa pada protes,Negatif,Negatif,Negatif,negative,negative
411,"Alhamdulillah, semoga dilancarkan untuk kita semua hingga graduation nanti 🙌🏻",alhamdulillah semoga dilancarkan untuk kita semua hingga graduation nanti,Netral,Positif,Positif,positive,positive
412,@kickdom_ lah kok bisa,lah kok bisa,Netral,Negatif,Netral,positive,positive
413,"@yunpnzr Lah kok balik tanya, hubungannya kampus sama proses seleksi berkas apaan? Jawab dulu. Malah meleber ke yang lain",lah kok balik tanya hubungannya kampus sama proses seleksi berkas apa jawab dulu bahkan meleber ke yang lain,Positif,Negatif,Negatif,negative,negative
414,"@bro.swryz dan apalagi yang gak ikut interview dan test apa2 tau2 di website keterima, lebih lawak si hahahah",dan apalagi yang tidak ikut interview dan test apa-apa tau-tau di website keterima lebih lawak sih hahahah,Netral,Negatif,Positif,negative,negative
415,"Dahalh, gw sampe mimpi ,gak keterima. deg deg setiap harus tpi gk dpt e-mail apa. 😪",dahalh saya sampai mimpi tidak keterima deg deg setiap harus tapi tidak dapat email apa,Netral,Negatif,Negatif,negative,negative
416,@ryanh_aldebaran sotau,sotau,Netral,Positif,Netral,negative,neutral
417,@dekara.ninsa nah waktu gue ikut tes CPNS banyak kasus yang gak lolos administrasi tapi gak jelas gagal dimana. Pas di cek lah ada pemalsuan dokumen. Kata gue untung aja gak kena jeratan hukum 😂,nah waktu saya ikut tes cpns banyak kasus yang tidak lolos administrasi tapi tidak jelas gagal dimana pas di cek lah ada pemalsuan dokumen kata saya untung saja tidak kena jeratan hukum,Negatif,Negatif,Negatif,negative,negative
418,@bro.swryz btw ente pernah ikut seleksi pemerintah gak? Serius nanya,ngomong-ngomong ente pernah ikut seleksi pemerintah tidak serius bertanya,Positif,Negatif,Netral,neutral,negative
419,"@bro.swryz ikut, kenapa?",ikut kenapa,Netral,Negatif,Negatif,negative,negative
420,@_andrieseprian sabarrrr😢😢,sabarrrr,Netral,Positif,Netral,positive,positive
421,Ada yang sama nggak dengan aku udah offering dari tanggal 6 tapi sampai sekarang belum ada invite group atau informasi selanjutnya gimana  padahal aku magang di luar kota.Mohon penjelasannya min🙏 @magangmerdeka,ada yang sama tidak dengan aku sudah offering dari tanggal tapi sampai sekarang belum ada invite group atau informasi selanjutnya bagaimana padahal aku magang di luar kotamohon penjelasannya min,Netral,Netral,Netral,negative,negative
422,"Send you hug kak😢, gue juga, ga ikhlas gue, msib 4 bener2 gue siapin mateng2, udh tes tulis smpe interview 2 mitra, eh berkas gue ga eligible, langsung lemes gue, udh fighter sejak msib 2 sampe sekarang, yg msib 4 ngarep banget gue kak, tp kek gini, smt depan udh gabisa Krn gue udh lulus, yaudahh lahyaaa mo gimana",send you hug kak saya juga tidak ikhlas saya msib benar-benar saya siapin mateng2 sudah tes tulis sampai interview mitra eh berkas saya tidak eligible langsung lemes saya sudah fighter sejak msib sampai sekarang yang msib mengharap banget saya kak tapi kayak begini smt depan sudah enggak bisa karena saya sudah lulus yaudahh lahyaaa mau bagaimana,Positif,Negatif,Negatif,negative,negative
423,"@dekara.ninsa Kalau keterangan dari msib dan dr kampus, Banding itu bukan revisi tapi recheck ulang dokumen, jd yg diunggah itu dokumen yg sama dengan di platform. Justru katanya kalau berusaha merevisi dokumen bakalan di blacklist",kalau keterangan dari msib dan dari kampus banding itu bukan revisi tapi recheck ulang dokumen jadi yang diunggah itu dokumen yang sama dengan di platform justru katanya kalau berusaha merevisi dokumen akan di blacklist,Netral,Negatif,Negatif,negative,negative
424,"@denifebriansyh iya kak, bebal bgt tuh mereka, gue sejak batch 2 smpe skrg belum kesempatan ya Krn pihak msib kaya selalu tutup mata tutup telinga. Gak sigap nginfoin, terkesan seadanya dan ga profesional. Web nya pun gitu gabisa buat tinjau berkas.",iya kak bebal banget tuh mereka saya sejak batch sampai sekarang belum kesempatan iya karena pihak msib kayak selalu tutup mata tutup telinga tidak sigap nginfoin terkesan seadanya dan tidak profesional web nya pun begitu enggak bisa buat tinjau berkas,Positif,Negatif,Negatif,negative,negative
425,"@andir1_ ngga kak memang masih proses tadi pagi ada balasan email dari kampus merdeka kalau proses seleksi MSIB masih berlangsung, dsrh menunggu dlu🙏🏻",tidak kak memang masih proses tadi pagi ada balasan email dari kampus merdeka kalau proses seleksi msib masih berlangsung dsrh menunggu dulu,Positif,Netral,Netral,neutral,neutral
426,@bro.swryz dia ngerubah isi doc ga bro? Biasanya dia tau salahnya dimana. Makanya reupload ulang.,dia ngerubah isi doc tidak saudara laki-laki biasanya dia tahu salahnya dimana makanya reupload ulang,Negatif,Negatif,Netral,negative,negative
427,berarti proses seleksi ga tranparan dong? klo pihak kampus merdeka udh nyeleksi dan mengadakan aju banding berkas kenapa ga disebar secara merata dan penutupan aju banding cepet dari tanggal pembukaan? banyak temen temen yg lain bilang ini permasalahan dari batch 1 sampe skrng dan ga berubah dari dulu,berarti proses seleksi tidak tranparan dong kalau pihak kampus merdeka sudah nyeleksi dan mengadakan aju banding berkas kenapa tidak disebar secara merata dan penutupan aju banding cepat dari tanggal pembukaan banyak teman teman yang lain bilang ini permasalahan dari batch sampai sekarang dan tidak berubah dari dulu,Positif,Negatif,Negatif,negative,negative
428,@j.ilhamp itu gk llus bro. Kbtulan ini thun ke 2 gw ikut tpi masih sama jga dgn thum sblmnya,itu tidak llus saudara laki-laki kbtulan ini tahun ke saya ikut tapi masih sama juga dengan thum sebelumnya,Negatif,Negatif,Negatif,neutral,negative
429,"@adhlslsa itu ditolak, kak",itu ditolak kak,Netral,Negatif,Negatif,negative,negative
430,"@dekara.ninsa Yang emang lalai itu ada, tp gabisa digeneralisasi juga semua yang salah itu karena lalai dan sengaja salah. Buktinya ada kok yg habis banding bisa verified. Brati ada kemungkinan pengecekan pertana itu kesalahan dr pihak verifikasi kan? Info banding ga semua dapet karena ada yg baru tau berkasnya setelah tgl 27 yg mana banding udah ditutup",yang memang lalai itu ada tapi enggak bisa digeneralisasi juga semua yang salah itu karena lalai dan sengaja salah buktinya ada kok yang habis banding bisa verified brati ada kemungkinan pengecekan pertana itu kesalahan dari pihak verifikasi kan informasi banding tidak semua dapat karena ada yang baru tahu berkasnya setelah tanggal yang mana banding sudah ditutup,Negatif,Negatif,Negatif,negative,negative
431,Kesempatan aku udah hilang 🥲,kesempatan aku sudah hilang,Netral,Negatif,Negatif,negative,negative
432,@_erlanggadwiputra materainya nyomot google kaga? Ttdnya tempelan kaga? Temen gw kek gitu soalnya.,materainya nyomot google tidak ttdnya tempelan tidak teman saya kayak begitu soalnya,Netral,Negatif,Negatif,negative,negative
433,"@3721________ ada tutor di yutub kak, itu terbukti bisa karena saya dikonfirmasi mitra juga klu verkasnya ada yg salah",ada tutor di yutub kak itu terbukti bisa karena saya dikonfirmasi mitra juga kalau verkasnya ada yang salah,Negatif,Netral,Netral,neutral,neutral
434,"@bro.swryz temen gw ngotot bgt berkas dia bener. Sampe protes marah marah. Pas gw cek ternyata materai dia nyomot dari google. Yaa jelas ga lolos lah. Ini salah satu contoh ada org ngotot berkas bener. Tapi ga peduliin point materai, ttd dsb itu penting.",teman saya ngotot banget berkas dia benar sampai protes marah marah pas saya cek ternyata materai dia nyomot dari google iya jelas tidak lolos lah ini salah satu contoh ada orang ngotot berkas benar tapi tidak mempedulikan point materai ttd dsb itu penting,Positif,Negatif,Negatif,negative,negative
435,@devsely cara cek dokumen kita itu eligible gimana yaa kak?,cara cek dokumen kita itu eligible bagaimana iya kak,Netral,Netral,Netral,neutral,neutral
436,@_erlanggadwiputra cara cek dokumen kita itu eligible gimana yaa?,cara cek dokumen kita itu eligible bagaimana iya,Netral,Netral,Netral,neutral,neutral
437,"@yunpnzr 79K mas, gak usah asal bunyi lagi dahh, jumlah peserta aja salah",79k mas tidak perlu asal bunyi lagi deh jumlah peserta saja salah,Negatif,Negatif,Netral,negative,negative
438,"@yunpnzr ya mas, mitra ama PIC kampus aja gk bisa bantu ngecekin. Justru itu yg kita tuntut, transparansi biar dicek apa salah upload. Klu dicek ya baik2 aja filenya lebih better berkasku dibanding temenku yg gak nyantumin ttd ama kop.",iya mas mitra sama pic kampus saja tidak bisa bantu ngecekin justru itu yang kita tuntut transparansi biar dicek apa salah upload kalau dicek iya baik-baik saja filenya lebih better berkasku dibanding temenku yang tidak nyantumin ttd sama kop,Positif,Negatif,Negatif,positive,negative
439,"ngurus berkas sulitnya minta ampun, eh gada kbr",mengurus berkas sulitnya meminta ampun eh enggak ada kabar,Negatif,Negatif,Negatif,negative,negative
440,@adrian_wbsn kalo ga di Terima minimal kasih kabar biar nggak berharap. btw saya juga korban,kalau tidak di terima minimal kasih kabar biar tidak berharap ngomong-ngomong saya juga korban,Negatif,Negatif,Negatif,negative,negative
441,Buat adik2 diinget2 ya buat batch/tahun depan. Brightness materai > CV & kualifikasi,buat adik2 diinget2 iya buat batchtahun depan brightness materai cv kualifikasi,Netral,Netral,Netral,neutral,neutral
442,"@denifebriansyh kalo feeling gw (belum tentu benar), yang nyeleksi sr sama sptjm nya kampus merdeka bro. Mitra itu bisa liat berkas sisanya (cv dll).",kalau feeling saya belum tentu benar yang nyeleksi sr sama sptjm nya kampus merdeka saudara laki-laki mitra itu bisa lihat berkas sisanya cv dan lain-lain,Negatif,Netral,Netral,neutral,neutral
443,"gua dapet undangan dr mitra bro, udh dimasukin grupnya lgi. Proses seleksi berkas itu eligible atau ngga itu dimitra ato dr pihak kampus merdeka? status SR reject lo. Itu berkas di seleksi dibagian apa coba?",saya dapat undangan dari mitra saudara laki-laki sudah dimasuki grupnya lagi proses seleksi berkas itu eligible atau tidak itu dimitra atau dari pihak kampus merdeka status sr reject kamu itu berkas di seleksi dibagian apa coba,Netral,Negatif,Netral,neutral,negative
444,@hshshdoang onboarding prushaan tgl 16 leh nak ato?,onboarding prushaan tanggal boleh nak atau,Netral,Netral,Netral,neutral,neutral
445,"bangun pemuda-pemudi, Indonesia :"")",bangun pemudapemudi indonesia,Netral,Netral,Netral,neutral,neutral
446,"@j.ilhamp patokannya itu bukan dari status website, tapi dari lu dapet undangan (wa/email) dari mitra buat recruitment process selanjutnya (entah itu tes, intv, atau apapun). Selama gak ada undangan recruitment process selanjutnya, berarti gausah berharap. Arti status diproses di website itu artinya mitra sudah liat dokumen lu",patokannya itu bukan dari status website tapi dari kamu dapat undangan waemail dari mitra buat recruitment process selanjutnya entah itu tes intv atau apapun selama tidak ada undangan recruitment process selanjutnya berarti enggak usah berharap arti status diproses di website itu artinya mitra sudah lihat dokumen kamu,Negatif,Netral,Netral,neutral,negative
447,Kabarnya sampai kiamat di proses terus kak :<,kabarnya sampai kiamat di proses terus kak,Netral,Netral,Netral,negative,negative
449,"@adrian_wbsn patokannya itu bukan dari status website bro, tapi dari dapet atau tidaknya undangan recruitment process dari mitra (entah itu tes, interview, atau apapun itu). Kalo gak dapat undangan buat lanjut recruitment ke tahap selanjutnya berarti gak lolos. Status di website diproses itu artinya dokumen lu udah dilihat dan masuk ke proses seleksi oleh mitra.",patokannya itu bukan dari status website saudara laki-laki tapi dari dapat atau tidaknya undangan recruitment process dari mitra entah itu tes interview atau apapun itu kalau tidak dapat undangan buat lanjut recruitment ke tahap selanjutnya berarti tidak lolos status di website diproses itu artinya dokumen kamu sudah dilihat dan masuk ke proses seleksi oleh mitra,Netral,Netral,Netral,neutral,negative
450,"@arthasth._ setauku yg bisa ngerubah status dari sudah daftar -> proses -> diterima, itu urusan masing2 mitra melalui tim recruiter mereka. denger2 kalo emg ada yg ga lolos tim recruiter mls buat ngerubah status ke tidak lolos mengingat banyaknya yg daftar.",setauku yang bisa ngerubah status dari sudah daftar proses diterima itu urusan masing-masing mitra melalui tim recruiter mereka denger2 kalau memang ada yang tidak lolos tim recruiter malas buat ngerubah status ke tidak lolos mengingat banyaknya yang daftar,Positif,Negatif,Negatif,negative,negative
451,NT kak 😅,nanti kak,Netral,Netral,Netral,negative,negative
452,"Setidaknya di bagian kegiatan tempat magang di kasih tulisan tdk lolos, biar kami para pendaftar lainnya tdk terantung begini,,, klo tertulis proses kami berspekulasi bahwa masih ada harapan atau masih proses pendaftarn / seleksi,,, panitia mohon di baca dan klarifikasi dong,,, semua anak muda indonesia butuh kesamaan jangan hanya di pilih2 ,, klo pilih2 begini mau taruh dimana sila pancasila yang hari2 di baca ulang2 ,, percuma saja",setidaknya di bagian kegiatan tempat magang di kasih tulisan tidak lolos biar kami para pendaftar lainnya tidak terantung begini kalau tertulis proses kami berspekulasi bahwa masih ada harapan atau masih proses pendaftarn seleksi panitia mohon di baca dan klarifikasi dong semua anak muda indonesia butuh kesamaan jangan hanya di pilih2 kalau pilih2 begini mau taruh dimana sila pancasila yang hari-hari di baca ulang2 percuma saja,Negatif,Negatif,Negatif,negative,negative
453,"@nadiemmakarim dengan segala hormat pak menteri, mungkin bisa disesuaikan lagi programnya berdasarkan hasil evaluasi di periode ini semoga bisa menjadi lebih baik lagi🙏🏻",dengan segala hormat pak menteri mungkin bisa disesuaikan lagi programnya berdasarkan hasil evaluasi di periode ini semoga bisa menjadi lebih baik lagi,Positif,Positif,Netral,positive,neutral
454,kasih kejelasan klo emng di tolak.,kasih kejelasan kalau memang di tolak,Netral,Netral,Netral,negative,negative
455,@rachel.marla iya kasian statusnya diproses aja gada kejelasan,iya kasihan statusnya diproses saja enggak ada kejelasan,Negatif,Negatif,Negatif,negative,negative
456,@bro.swryz aneh dan mengsedih,aneh dan mengsedih,Negatif,Negatif,Negatif,negative,negative
457,"@myvatnash Gua bingung sama responnya dia, kok tiba2 sampe kampus apa hubungannya😭",saya bingung sama responnya dia kok tiba-tiba sampai kampus apa hubungannya,Negatif,Negatif,Negatif,negative,negative
458,@yunpnzr Hah? Lu daftar msib ga si? Hubungannya sama kampus apaan? Kaget gua jawabannya kaga nyambung🥹,hah kamu daftar msib tidak sih hubungannya sama kampus apa kaget saya jawabannya tidak menyambung,Negatif,Negatif,Negatif,negative,negative
459,"@yunpnzr  status berkas keluar tbtb ga eligible itu karena dari sistemnya yang tbtb berubah, bukan dari kampus tbtb ngeluarin status wkk",status berkas keluar tbtb tidak eligible itu karena dari sistemnya yang tbtb berubah bukan dari kampus tbtb mengeluarkan status wkk,Netral,Negatif,Negatif,negative,negative
460,@_erlanggadwiputra udah bangggg😭😭,sudah bangggg,Positif,Positif,Netral,negative,positive
461,ga cakap intelektual ni penyelenggara...,tidak cakap intelektual ini penyelenggara,Positif,Negatif,Negatif,negative,neutral
462,"3 bulan mati matian persiapan, tp yg lolos cuma modal berkas eligible, bukan skill yg diliat😂 harusnya urusan berkas di filter di awall",bulan mati matian persiapan tapi yang lolos cuma modal berkas eligible bukan skill yang dilihat harusnya urusan berkas di filter di awall,Negatif,Negatif,Negatif,negative,negative
463,"@bro.swryz ya kalo urusan berkas itu mah urusan mahasiswa sama kampus mas. Penyelenggara gak peduli, gampangnya salah sendiri ngeluarinnya diluar dari jadwal. Itu udah resiko masing-masing ditanggung peserta. Gak sekalian lu nuntut pendaftaran & revisi sampe tanggal 31 Desember 2023?",iya kalau urusan berkas itu mah urusan mahasiswa sama kampus mas penyelenggara tidak peduli gampangnya salah sendiri ngeluarinnya diluar dari jadwal itu sudah resiko masingmasing ditanggung peserta tidak sekalian kamu menuntut pendaftaran revisi sampai tanggal desember,Positif,Negatif,Negatif,negative,negative
464,"Bener banget, serasa di gantungin astaga udah penuh harapan tapi kalau kaya gini langsung down 🙃",benar banget serasa di gantungin astaga sudah penuh harapan tapi kalau kayak begini langsung down,Positif,Negatif,Negatif,negative,negative
465,@rachel.marla semisal lwt dri tgl 11 kemungkinan udh ga lolos mas,semisal lewat dari tanggal kemungkinan sudah tidak lolos mas,Netral,Netral,Netral,neutral,negative
466,@adrian_wbsn bner nih broth?,benar ini broth,Positif,Positif,Netral,positive,neutral
467,@yunpnzr  Baru dari mananya bro? udah batch 4 lho. Kalau ada orang kritik membangun itu diterima dan dijadikan masukkan bukan malah menormalisasi kesalahan. Hadeh,baru dari mananya saudara laki-laki sudah batch lho kalau ada orang kritik membangun itu diterima dan dijadikan masukkan bukan bahkan menormalisasi kesalahan hadeh,Netral,Negatif,Negatif,negative,negative
468,"@ ya baguslah, soalnya saya baca komen dari kmrn sih, keluhan mereka yang sma sma mengurus tp salah satunya ga eligible",iya baguslah soalnya saya baca komen dari kemarin sih keluhan mereka yang sama sama mengurus tapi salah satunya tidak eligible,Positif,Negatif,Positif,negative,negative
469,Kecewa😂 gk lg lg deh ikutan kalau sistem nya masih seperti ini,kecewa tidak lagi lagi deh ikutan kalau sistem nya masih seperti ini,Negatif,Negatif,Negatif,negative,negative
470,Kasih kejelasan setidaknua buat tidak lolos,kasih kejelasan setidaknua buat tidak lolos,Netral,Negatif,Negatif,neutral,neutral
471,"@yunpnzr Lha memang ada kesalahan, makanya pada protes😂. Ga semua banding dicek banyak yg statusnya masih on review sampe sekarang. Bahkan ada yang status berkasnya baru keluar tanggal 30 sedangkan banding udah ditutup tgl 27. Trus mau gimana kalau gitu?",lah memang ada kesalahan makanya pada protes tidak semua banding dicek banyak yang statusnya masih on review sampai sekarang bahkan ada yang status berkasnya baru keluar tanggal sedangkan banding sudah ditutup tanggal terus mau bagaimana kalau begitu,Positif,Negatif,Negatif,negative,negative
472,@tntkswl_  Malee bgt bgsddd mandang kampus wkwkwkwk,malee banget bgsddd mandang kampus wkwkwkwk,Positif,Negatif,Negatif,negative,negative
473,"@babu_abu_abu namanya juga program masih baru, resiko ditanggung pendaftar. Jangan kaget diginiin, karna pas lu udah lulus kuliah lebih gak jelas lagi sistem seleksinya. Jadi anggap aja ini simulasi seleksi bertahan hidup🙏",namanya juga program masih baru resiko ditanggung pendaftar jangan kaget dibeginikan karena pas kamu sudah lulus kuliah lebih tidak jelas lagi sistem seleksinya jadi anggap saja ini simulasi seleksi bertahan hidup,Positif,Negatif,Negatif,negative,negative
474,"@herdodp kurang tau kalau bangkit, tapi yang pasti kalau bangkit, yang ga lolos tetep nerima email informasi ga lolos",kurang tahu kalau bangkit tapi yang pasti kalau bangkit yang tidak lolos tetap menerima email informasi tidak lolos,Positif,Negatif,Negatif,negative,negative
475,@gastrovast tgl 16 masih pembekalan??,tanggal masih pembekalan,Netral,Netral,Netral,neutral,neutral
476,"@bro.swryz ya berarti kalo begitu ada kesalahan cek berkas. Kan yang di cek gak cuma ente doang. Animonya aja sampe ratusan ribu peserta loh. Kalo gitu balik lagi ke pesertanya, kenapa gak mau aju banding kalo ada kesalahan? L",iya berarti kalau begitu ada kesalahan cek berkas kan yang di cek tidak cuma ente doang animonya saja sampai ratusan ribu peserta loh kalau begitu balik lagi ke pesertanya kenapa tidak mau aju banding kalau ada kesalahan l,Netral,Negatif,Negatif,negative,negative
477,@trushnasla yo,iya,Netral,Positif,Netral,negative,positive
